3772229751.449000	2.804382	2.812279	2.820176	2.820176
3772229751.949000	2.812279	2.828073	2.812279	2.828073
3772229752.456000	2.835969	2.828073	2.828073	2.804382
3772229752.951000	2.796485	2.812279	2.788589	2.812279
3772229753.453000	2.772795	2.835969	2.828073	2.804382
3772229753.948000	2.835969	2.828073	2.812279	2.851763
3772229754.451000	2.733311	2.820176	2.804382	2.812279
3772229754.949000	2.717517	2.820176	2.828073	2.859660
3772229755.444000	2.772795	2.764898	2.820176	2.812279
3772229755.949000	2.733311	2.764898	2.820176	2.835969
3772229756.448000	2.757001	2.812279	2.828073	2.804382
3772229756.942000	2.843866	2.812279	2.835969	2.835969
3772229757.448000	2.741208	2.812279	2.843866	2.859660
3772229757.949000	2.851763	2.780692	2.812279	2.804382
3772229758.450000	2.843866	2.828073	2.804382	2.835969
3772229758.942000	2.812279	2.804382	2.812279	2.820176
3772229759.453000	2.764898	2.820176	2.820176	2.796485
3772229759.952000	2.820176	2.788589	2.820176	2.788589
3772229760.451000	2.867557	2.812279	2.812279	2.859660
3772229760.951000	2.867557	2.804382	2.804382	2.828073
3772229761.452000	2.828073	2.828073	2.812279	2.828073
3772229761.950000	2.725414	2.772795	2.828073	2.788589
3772229762.449000	2.796485	2.757001	2.828073	2.835969
3772229762.952000	2.828073	2.804382	2.772795	2.804382
3772229763.450000	2.828073	2.843866	2.804382	2.835969
3772229763.950000	2.804382	2.828073	2.788589	2.788589
3772229764.453000	2.725414	2.835969	2.812279	2.828073
3772229764.945000	2.780692	2.835969	2.828073	2.804382
3772229765.439000	2.804382	2.828073	2.820176	2.820176
3772229765.953000	2.812279	2.828073	2.804382	2.820176
3772229766.440000	2.851763	2.835969	2.820176	2.796485
3772229766.951000	2.843866	2.820176	2.796485	2.851763
3772229767.446000	2.820176	2.835969	2.804382	2.828073
3772229767.948000	2.812279	2.843866	2.820176	2.859660
3772229768.451000	2.828073	2.780692	2.828073	2.843866
3772229768.951000	2.812279	2.796485	2.804382	2.828073
3772229769.456000	2.804382	2.812279	2.804382	2.820176
3772229769.939000	2.812279	2.820176	2.835969	2.835969
3772229770.448000	2.780692	2.812279	2.812279	2.859660
3772229770.948000	2.828073	2.796485	2.828073	2.835969
3772229771.450000	2.788589	2.796485	2.828073	2.867557
3772229771.941000	2.859660	2.804382	2.828073	2.843866
3772229772.448000	2.835969	2.835969	2.828073	2.796485
3772229772.950000	2.749105	2.788589	2.828073	2.835969
3772229773.453000	2.757001	2.843866	2.820176	2.812279
3772229773.955000	2.828073	2.812279	2.812279	2.828073
3772229774.446000	2.835969	2.812279	2.788589	2.828073
3772229774.940000	2.788589	2.804382	2.780692	2.851763
3772229775.441000	2.859660	2.788589	2.780692	2.828073
3772229775.949000	2.804382	2.820176	2.749105	2.820176
3772229776.449000	2.788589	2.772795	2.757001	2.843866
3772229776.949000	2.843866	2.812279	2.788589	2.812279
3772229777.452000	2.772795	2.828073	2.757001	2.851763
3772229777.950000	2.733311	2.780692	2.804382	2.796485
3772229778.446000	2.843866	2.812279	2.804382	2.835969
3772229778.948000	2.843866	2.828073	2.804382	2.835969
3772229779.451000	2.804382	2.820176	2.812279	2.820176
3772229779.939000	2.828073	2.780692	2.812279	2.796485
3772229780.456000	2.764898	2.828073	2.804382	2.788589
3772229780.947000	2.851763	2.772795	2.820176	2.788589
3772229781.450000	2.820176	2.764898	2.828073	2.804382
3772229781.951000	2.843866	2.828073	2.828073	2.772795
3772229782.454000	2.859660	2.835969	2.788589	2.796485
3772229782.941000	2.843866	2.859660	2.835969	2.804382
3772229783.452000	2.891247	2.828073	2.820176	2.851763
3772229783.949000	2.867557	2.804382	2.820176	2.851763
3772229784.453000	2.835969	2.788589	2.835969	2.820176
3772229784.951000	2.820176	2.812279	2.820176	2.796485
3772229785.448000	2.828073	2.843866	2.820176	2.812279
3772229785.951000	2.788589	2.804382	2.804382	2.820176
3772229786.449000	2.859660	2.835969	2.835969	2.828073
3772229786.945000	2.828073	2.828073	2.820176	2.812279
3772229787.442000	2.843866	2.820176	2.812279	2.820176
3772229787.951000	2.812279	2.820176	2.820176	2.812279
3772229788.439000	2.749105	2.835969	2.828073	2.804382
3772229788.951000	2.828073	2.812279	2.820176	2.835969
3772229789.452000	2.828073	2.804382	2.828073	2.891247
3772229789.951000	2.820176	2.835969	2.804382	2.812279
3772229790.453000	2.828073	2.804382	2.828073	2.835969
3772229790.952000	2.820176	2.804382	2.843866	2.804382
3772229791.448000	2.796485	2.812279	2.812279	2.851763
3772229791.943000	2.749105	2.828073	2.828073	2.835969
3772229792.447000	2.843866	2.820176	2.843866	2.820176
3772229792.950000	2.859660	2.796485	2.812279	2.835969
3772229793.440000	2.820176	2.851763	2.820176	2.812279
3772229793.948000	2.851763	2.828073	2.835969	2.820176
3772229794.449000	2.828073	2.828073	2.804382	2.828073
3772229794.952000	2.828073	2.812279	2.812279	2.867557
3772229795.450000	2.828073	2.796485	2.788589	2.820176
3772229795.949000	2.859660	2.812279	2.780692	2.828073
3772229796.439000	2.851763	2.804382	2.812279	2.820176
3772229796.955000	2.843866	2.812279	2.820176	2.828073
3772229797.454000	2.804382	2.804382	2.804382	2.875453
3772229797.953000	2.851763	2.780692	2.828073	2.828073
3772229798.452000	2.828073	2.788589	2.820176	2.812279
3772229798.955000	2.843866	2.796485	2.812279	2.828073
3772229799.454000	2.875453	2.772795	2.804382	2.788589
3772229799.955000	2.828073	2.804382	2.812279	2.835969
3772229800.444000	2.843866	2.804382	2.820176	2.867557
