3772225413.447000	1.177641	1.106570	1.177641	1.193435
3772225413.947000	1.138157	1.161848	1.177641	1.146054
3772225414.446000	1.169744	1.169744	1.201332	1.169744
3772225414.943000	1.185538	1.146054	1.185538	1.240816
3772225415.447000	1.138157	1.138157	1.169744	1.193435
3772225415.944000	1.177641	1.161848	1.169744	1.177641
3772225416.442000	1.106570	1.138157	1.193435	1.185538
3772225416.936000	1.146054	1.130260	1.193435	1.217125
3772225417.436000	1.082880	1.153951	1.169744	1.161848
3772225417.950000	1.122364	1.138157	1.185538	1.217125
3772225418.444000	1.153951	1.146054	1.185538	1.177641
3772225418.944000	1.153951	1.138157	1.209228	1.169744
3772225419.443000	1.043396	1.114467	1.177641	1.177641
3772225419.944000	1.146054	1.185538	1.193435	1.225022
3772225420.446000	1.161848	1.138157	1.193435	1.185538
3772225420.943000	1.169744	1.153951	1.193435	1.225022
3772225421.447000	1.161848	1.177641	1.201332	1.225022
3772225421.939000	1.146054	1.185538	1.185538	1.177641
3772225422.446000	1.130260	1.114467	1.185538	1.169744
3772225422.946000	1.082880	1.169744	1.185538	1.217125
3772225423.445000	1.185538	1.161848	1.209228	1.193435
3772225423.943000	1.169744	1.146054	1.185538	1.177641
3772225424.444000	1.090776	1.130260	1.193435	1.177641
3772225424.942000	1.177641	1.169744	1.201332	1.153951
3772225425.444000	1.082880	1.146054	1.217125	1.185538
3772225425.945000	1.098673	1.153951	1.193435	1.201332
3772225426.438000	1.169744	1.153951	1.193435	1.177641
3772225426.944000	1.177641	1.177641	1.193435	1.177641
3772225427.443000	1.153951	1.146054	1.201332	1.177641
3772225427.944000	1.161848	1.138157	1.201332	1.209228
3772225428.434000	1.193435	1.146054	1.201332	1.193435
3772225428.944000	1.130260	1.153951	1.209228	1.177641
3772225429.444000	1.193435	1.153951	1.209228	1.169744
3772225429.948000	1.201332	1.161848	1.201332	1.169744
3772225430.446000	1.177641	1.169744	1.201332	1.153951
3772225430.943000	1.185538	1.153951	1.193435	1.177641
3772225431.440000	1.217125	1.138157	1.193435	1.193435
3772225431.940000	1.106570	1.169744	1.201332	1.177641
3772225432.444000	1.185538	1.122364	1.225022	1.201332
3772225432.944000	1.090776	1.161848	1.225022	1.217125
3772225433.445000	1.201332	1.153951	1.201332	1.193435
3772225433.937000	1.209228	1.169744	1.209228	1.185538
3772225434.445000	1.146054	1.074983	1.201332	1.193435
3772225434.946000	1.201332	1.169744	1.193435	1.232919
3772225435.443000	1.209228	1.169744	1.209228	1.185538
3772225435.946000	1.098673	1.169744	1.201332	1.169744
3772225436.448000	1.209228	1.185538	1.232919	1.169744
3772225436.947000	1.153951	1.161848	1.201332	1.185538
3772225437.445000	1.146054	1.169744	1.232919	1.217125
3772225437.942000	1.185538	1.177641	1.225022	1.185538
3772225438.447000	1.169744	1.185538	1.217125	1.185538
3772225438.942000	1.169744	1.146054	1.201332	1.201332
3772225439.450000	1.169744	1.161848	1.201332	1.217125
3772225439.950000	1.161848	1.217125	1.201332	1.240816
3772225440.448000	1.153951	1.169744	1.256609	1.193435
3772225440.944000	1.201332	1.177641	1.185538	1.217125
3772225441.436000	1.114467	1.185538	1.217125	1.201332
3772225441.944000	1.106570	1.177641	1.225022	1.185538
3772225442.441000	1.177641	1.177641	1.201332	1.225022
3772225442.943000	1.201332	1.146054	1.209228	1.201332
3772225443.444000	1.122364	1.146054	1.209228	1.201332
3772225443.944000	1.185538	1.193435	1.225022	1.232919
3772225444.442000	1.177641	1.146054	1.209228	1.232919
3772225444.947000	1.177641	1.193435	1.217125	1.201332
3772225445.442000	1.193435	1.193435	1.217125	1.185538
3772225445.945000	1.209228	1.177641	1.209228	1.217125
3772225446.438000	1.138157	1.161848	1.232919	1.232919
3772225446.944000	1.225022	1.177641	1.225022	1.209228
3772225447.434000	1.146054	1.161848	1.240816	1.209228
3772225447.947000	1.177641	1.177641	1.209228	1.201332
3772225448.450000	1.232919	1.177641	1.225022	1.161848
3772225448.946000	1.177641	1.185538	1.232919	1.232919
3772225449.446000	1.209228	1.201332	1.225022	1.201332
